| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          Off |   00000000:9B:00.0 Off |                    0 |
| N/A   26C    P0             57W /  400W |       1MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Module load: anaconda/3-2024.10-1
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/condabin/conda
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/conda
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/conda-env
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/activate
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/deactivate
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/etc/profile.d/conda.sh
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/etc/fish/conf.d/conda.fish
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/shell/condabin/Conda.psm1
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/shell/condabin/conda-hook.ps1
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/etc/profile.d/conda.csh
modified      /home/aaron.dichoso/.bashrc

==> For changes to take effect, close and re-open your current shell. <==

--------------------training----------------------
/home/aaron.dichoso/.conda/envs/RISNet/lib/python3.8/site-packages/torch/utils/data/dataloader.py:560: UserWarning: This DataLoader will create 20 worker processes in total. Our suggested max number of worker in current system is 8, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
[2025-07-22 01:27:52.465648] => [Epoch Num: 044/100] => [Global Step: 0100/1150] => [Loss: 0.4726]
[2025-07-22 01:28:09.580785] => [Epoch Num: 044/100] => [Global Step: 0120/1150] => [Loss: 0.2596]
[2025-07-22 01:28:26.863954] => [Epoch Num: 044/100] => [Global Step: 0140/1150] => [Loss: 0.3468]
[2025-07-22 01:28:43.955516] => [Epoch Num: 044/100] => [Global Step: 0160/1150] => [Loss: 0.3763]
[2025-07-22 01:29:01.413923] => [Epoch Num: 044/100] => [Global Step: 0180/1150] => [Loss: 0.2970]
[2025-07-22 01:29:18.421397] => [Epoch Num: 044/100] => [Global Step: 0200/1150] => [Loss: 0.3554]
[2025-07-22 01:29:35.286047] => [Epoch Num: 044/100] => [Global Step: 0220/1150] => [Loss: 0.3719]
[2025-07-22 01:29:52.436793] => [Epoch Num: 044/100] => [Global Step: 0240/1150] => [Loss: 0.3004]
[2025-07-22 01:30:09.332797] => [Epoch Num: 044/100] => [Global Step: 0260/1150] => [Loss: 0.4515]
[2025-07-22 01:30:26.228101] => [Epoch Num: 044/100] => [Global Step: 0280/1150] => [Loss: 0.4473]
[2025-07-22 01:30:43.755224] => [Epoch Num: 044/100] => [Global Step: 0300/1150] => [Loss: 0.5099]
[2025-07-22 01:31:00.685461] => [Epoch Num: 044/100] => [Global Step: 0320/1150] => [Loss: 0.4604]
[2025-07-22 01:31:17.605050] => [Epoch Num: 044/100] => [Global Step: 0340/1150] => [Loss: 0.4037]
[2025-07-22 01:31:34.531993] => [Epoch Num: 044/100] => [Global Step: 0360/1150] => [Loss: 0.4924]
[2025-07-22 01:31:52.255687] => [Epoch Num: 044/100] => [Global Step: 0380/1150] => [Loss: 0.3799]
[2025-07-22 01:32:09.186884] => [Epoch Num: 044/100] => [Global Step: 0400/1150] => [Loss: 0.4771]
[2025-07-22 01:32:26.089553] => [Epoch Num: 044/100] => [Global Step: 0420/1150] => [Loss: 0.3240]
[2025-07-22 01:32:42.983162] => [Epoch Num: 044/100] => [Global Step: 0440/1150] => [Loss: 0.3021]
[2025-07-22 01:32:59.866645] => [Epoch Num: 044/100] => [Global Step: 0460/1150] => [Loss: 0.4488]
[2025-07-22 01:33:17.584411] => [Epoch Num: 044/100] => [Global Step: 0480/1150] => [Loss: 0.3767]
[2025-07-22 01:33:34.482066] => [Epoch Num: 044/100] => [Global Step: 0500/1150] => [Loss: 0.7046]
[2025-07-22 01:33:51.388064] => [Epoch Num: 044/100] => [Global Step: 0520/1150] => [Loss: 0.4069]
[2025-07-22 01:34:08.277464] => [Epoch Num: 044/100] => [Global Step: 0540/1150] => [Loss: 0.3635]
[2025-07-22 01:34:25.188903] => [Epoch Num: 044/100] => [Global Step: 0560/1150] => [Loss: 0.3036]
[2025-07-22 01:34:42.107240] => [Epoch Num: 044/100] => [Global Step: 0580/1150] => [Loss: 0.2941]
[2025-07-22 01:35:00.258705] => [Epoch Num: 044/100] => [Global Step: 0600/1150] => [Loss: 0.4162]
[2025-07-22 01:35:17.166363] => [Epoch Num: 044/100] => [Global Step: 0620/1150] => [Loss: 0.4068]
[2025-07-22 01:35:34.030625] => [Epoch Num: 044/100] => [Global Step: 0640/1150] => [Loss: 0.4823]
[2025-07-22 01:35:50.924645] => [Epoch Num: 044/100] => [Global Step: 0660/1150] => [Loss: 0.3034]
[2025-07-22 01:36:07.841325] => [Epoch Num: 044/100] => [Global Step: 0680/1150] => [Loss: 0.5322]
[2025-07-22 01:36:24.737067] => [Epoch Num: 044/100] => [Global Step: 0700/1150] => [Loss: 0.3860]
[2025-07-22 01:36:41.650428] => [Epoch Num: 044/100] => [Global Step: 0720/1150] => [Loss: 0.4436]
[2025-07-22 01:36:58.553499] => [Epoch Num: 044/100] => [Global Step: 0740/1150] => [Loss: 0.4519]
[2025-07-22 01:37:16.916580] => [Epoch Num: 044/100] => [Global Step: 0760/1150] => [Loss: 0.4499]
[2025-07-22 01:37:33.801410] => [Epoch Num: 044/100] => [Global Step: 0780/1150] => [Loss: 0.6035]
[2025-07-22 01:37:50.696445] => [Epoch Num: 044/100] => [Global Step: 0800/1150] => [Loss: 0.3085]
[2025-07-22 01:38:07.631976] => [Epoch Num: 044/100] => [Global Step: 0820/1150] => [Loss: 0.3356]
[2025-07-22 01:38:24.674235] => [Epoch Num: 044/100] => [Global Step: 0840/1150] => [Loss: 0.4573]
[2025-07-22 01:38:41.602082] => [Epoch Num: 044/100] => [Global Step: 0860/1150] => [Loss: 0.4041]
[2025-07-22 01:38:58.509281] => [Epoch Num: 044/100] => [Global Step: 0880/1150] => [Loss: 0.4528]
[2025-07-22 01:39:15.410240] => [Epoch Num: 044/100] => [Global Step: 0900/1150] => [Loss: 0.5207]
[2025-07-22 01:39:32.338355] => [Epoch Num: 044/100] => [Global Step: 0920/1150] => [Loss: 0.2891]
[2025-07-22 01:39:51.245332] => [Epoch Num: 044/100] => [Global Step: 0940/1150] => [Loss: 0.2816]
[2025-07-22 01:40:08.200682] => [Epoch Num: 044/100] => [Global Step: 0960/1150] => [Loss: 0.5069]
[2025-07-22 01:40:25.135397] => [Epoch Num: 044/100] => [Global Step: 0980/1150] => [Loss: 0.4081]
[2025-07-22 01:40:42.043745] => [Epoch Num: 044/100] => [Global Step: 1000/1150] => [Loss: 0.4159]
[2025-07-22 01:40:58.949253] => [Epoch Num: 044/100] => [Global Step: 1020/1150] => [Loss: 0.4392]
[2025-07-22 01:41:15.830823] => [Epoch Num: 044/100] => [Global Step: 1040/1150] => [Loss: 0.4729]
[2025-07-22 01:41:32.755059] => [Epoch Num: 044/100] => [Global Step: 1060/1150] => [Loss: 0.3394]
[2025-07-22 01:41:49.686058] => [Epoch Num: 044/100] => [Global Step: 1080/1150] => [Loss: 0.3410]
[2025-07-22 01:42:06.625543] => [Epoch Num: 044/100] => [Global Step: 1100/1150] => [Loss: 0.4768]
[2025-07-22 01:42:23.487074] => [Epoch Num: 044/100] => [Global Step: 1120/1150] => [Loss: 0.4974]
[2025-07-22 01:42:40.280081] => [Epoch Num: 044/100] => [Global Step: 1140/1150] => [Loss: 0.3455]
[2025-07-22 01:43:00.656389] => [Epoch Num: 045/100] => [Global Step: 0000/1150] => [Loss: 0.4097]
[2025-07-22 01:43:17.919273] => [Epoch Num: 045/100] => [Global Step: 0020/1150] => [Loss: 0.3109]
[2025-07-22 01:43:34.889223] => [Epoch Num: 045/100] => [Global Step: 0040/1150] => [Loss: 0.4788]
[2025-07-22 01:43:51.912724] => [Epoch Num: 045/100] => [Global Step: 0060/1150] => [Loss: 0.3943]
[2025-07-22 01:44:08.821248] => [Epoch Num: 045/100] => [Global Step: 0080/1150] => [Loss: 0.4193]
[2025-07-22 01:44:26.038624] => [Epoch Num: 045/100] => [Global Step: 0100/1150] => [Loss: 0.3774]
[2025-07-22 01:44:43.252182] => [Epoch Num: 045/100] => [Global Step: 0120/1150] => [Loss: 0.3514]
[2025-07-22 01:45:00.285447] => [Epoch Num: 045/100] => [Global Step: 0140/1150] => [Loss: 0.3092]
[2025-07-22 01:45:17.159008] => [Epoch Num: 045/100] => [Global Step: 0160/1150] => [Loss: 0.3735]
[2025-07-22 01:45:34.233699] => [Epoch Num: 045/100] => [Global Step: 0180/1150] => [Loss: 0.3717]
[2025-07-22 01:45:51.106232] => [Epoch Num: 045/100] => [Global Step: 0200/1150] => [Loss: 0.2819]
[2025-07-22 01:46:08.011470] => [Epoch Num: 045/100] => [Global Step: 0220/1150] => [Loss: 0.4184]
[2025-07-22 01:46:25.367084] => [Epoch Num: 045/100] => [Global Step: 0240/1150] => [Loss: 0.4484]
[2025-07-22 01:46:42.272874] => [Epoch Num: 045/100] => [Global Step: 0260/1150] => [Loss: 0.4403]
[2025-07-22 01:46:59.138479] => [Epoch Num: 045/100] => [Global Step: 0280/1150] => [Loss: 0.4598]
[2025-07-22 01:47:16.482598] => [Epoch Num: 045/100] => [Global Step: 0300/1150] => [Loss: 0.4212]
[2025-07-22 01:47:33.343263] => [Epoch Num: 045/100] => [Global Step: 0320/1150] => [Loss: 0.4600]
[2025-07-22 01:47:50.179806] => [Epoch Num: 045/100] => [Global Step: 0340/1150] => [Loss: 0.5482]
[2025-07-22 01:48:07.018281] => [Epoch Num: 045/100] => [Global Step: 0360/1150] => [Loss: 0.3648]
[2025-07-22 01:48:24.477997] => [Epoch Num: 045/100] => [Global Step: 0380/1150] => [Loss: 0.2913]
[2025-07-22 01:48:41.378414] => [Epoch Num: 045/100] => [Global Step: 0400/1150] => [Loss: 0.5253]
[2025-07-22 01:48:58.307007] => [Epoch Num: 045/100] => [Global Step: 0420/1150] => [Loss: 0.3904]
[2025-07-22 01:49:15.175855] => [Epoch Num: 045/100] => [Global Step: 0440/1150] => [Loss: 0.6195]
[2025-07-22 01:49:32.083947] => [Epoch Num: 045/100] => [Global Step: 0460/1150] => [Loss: 0.4077]
[2025-07-22 01:49:49.931071] => [Epoch Num: 045/100] => [Global Step: 0480/1150] => [Loss: 0.4941]
[2025-07-22 01:50:06.837070] => [Epoch Num: 045/100] => [Global Step: 0500/1150] => [Loss: 0.4396]
[2025-07-22 01:50:23.750285] => [Epoch Num: 045/100] => [Global Step: 0520/1150] => [Loss: 0.5103]
[2025-07-22 01:50:40.662023] => [Epoch Num: 045/100] => [Global Step: 0540/1150] => [Loss: 0.4635]
[2025-07-22 01:50:57.546073] => [Epoch Num: 045/100] => [Global Step: 0560/1150] => [Loss: 0.4375]
[2025-07-22 01:51:14.404223] => [Epoch Num: 045/100] => [Global Step: 0580/1150] => [Loss: 0.3576]
[2025-07-22 01:51:32.396846] => [Epoch Num: 045/100] => [Global Step: 0600/1150] => [Loss: 0.3723]
[2025-07-22 01:51:49.305654] => [Epoch Num: 045/100] => [Global Step: 0620/1150] => [Loss: 0.7232]
[2025-07-22 01:52:06.428044] => [Epoch Num: 045/100] => [Global Step: 0640/1150] => [Loss: 0.3751]
[2025-07-22 01:52:23.515962] => [Epoch Num: 045/100] => [Global Step: 0660/1150] => [Loss: 0.3661]
[2025-07-22 01:52:40.580978] => [Epoch Num: 045/100] => [Global Step: 0680/1150] => [Loss: 0.4939]
[2025-07-22 01:52:57.736808] => [Epoch Num: 045/100] => [Global Step: 0700/1150] => [Loss: 0.4083]
[2025-07-22 01:53:14.876645] => [Epoch Num: 045/100] => [Global Step: 0720/1150] => [Loss: 0.4122]
[2025-07-22 01:53:31.678889] => [Epoch Num: 045/100] => [Global Step: 0740/1150] => [Loss: 0.3678]
[2025-07-22 01:53:50.042908] => [Epoch Num: 045/100] => [Global Step: 0760/1150] => [Loss: 0.5182]
[2025-07-22 01:54:06.878815] => [Epoch Num: 045/100] => [Global Step: 0780/1150] => [Loss: 0.3790]
[2025-07-22 01:54:23.683769] => [Epoch Num: 045/100] => [Global Step: 0800/1150] => [Loss: 0.3258]
[2025-07-22 01:54:40.498507] => [Epoch Num: 045/100] => [Global Step: 0820/1150] => [Loss: 0.4349]
[2025-07-22 01:54:57.342940] => [Epoch Num: 045/100] => [Global Step: 0840/1150] => [Loss: 0.5692]
[2025-07-22 01:55:14.353663] => [Epoch Num: 045/100] => [Global Step: 0860/1150] => [Loss: 0.3195]
[2025-07-22 01:55:31.442215] => [Epoch Num: 045/100] => [Global Step: 0880/1150] => [Loss: 0.3796]
[2025-07-22 01:55:48.357568] => [Epoch Num: 045/100] => [Global Step: 0900/1150] => [Loss: 0.3329]
[2025-07-22 01:56:05.180790] => [Epoch Num: 045/100] => [Global Step: 0920/1150] => [Loss: 0.4818]
[2025-07-22 01:56:23.814386] => [Epoch Num: 045/100] => [Global Step: 0940/1150] => [Loss: 0.3930]
[2025-07-22 01:56:40.686171] => [Epoch Num: 045/100] => [Global Step: 0960/1150] => [Loss: 0.4479]
[2025-07-22 01:56:57.515856] => [Epoch Num: 045/100] => [Global Step: 0980/1150] => [Loss: 0.4098]
[2025-07-22 01:57:14.363940] => [Epoch Num: 045/100] => [Global Step: 1000/1150] => [Loss: 0.2951]
[2025-07-22 01:57:31.218340] => [Epoch Num: 045/100] => [Global Step: 1020/1150] => [Loss: 0.5313]
[2025-07-22 01:57:48.072767] => [Epoch Num: 045/100] => [Global Step: 1040/1150] => [Loss: 0.4394]
[2025-07-22 01:58:04.912525] => [Epoch Num: 045/100] => [Global Step: 1060/1150] => [Loss: 0.4340]
[2025-07-22 01:58:21.750874] => [Epoch Num: 045/100] => [Global Step: 1080/1150] => [Loss: 0.4688]
[2025-07-22 01:58:38.581410] => [Epoch Num: 045/100] => [Global Step: 1100/1150] => [Loss: 0.4133]
[2025-07-22 01:58:55.297687] => [Epoch Num: 045/100] => [Global Step: 1120/1150] => [Loss: 0.4289]
[2025-07-22 01:59:11.901076] => [Epoch Num: 045/100] => [Global Step: 1140/1150] => [Loss: 0.3505]
[2025-07-22 01:59:32.808377] => [Epoch Num: 046/100] => [Global Step: 0000/1150] => [Loss: 0.4246]
[2025-07-22 01:59:50.033011] => [Epoch Num: 046/100] => [Global Step: 0020/1150] => [Loss: 0.3827]
[2025-07-22 02:00:06.918701] => [Epoch Num: 046/100] => [Global Step: 0040/1150] => [Loss: 0.3461]
[2025-07-22 02:00:23.707287] => [Epoch Num: 046/100] => [Global Step: 0060/1150] => [Loss: 0.4037]
[2025-07-22 02:00:40.416717] => [Epoch Num: 046/100] => [Global Step: 0080/1150] => [Loss: 0.5536]
[2025-07-22 02:00:57.293267] => [Epoch Num: 046/100] => [Global Step: 0100/1150] => [Loss: 0.3175]
[2025-07-22 02:01:14.322378] => [Epoch Num: 046/100] => [Global Step: 0120/1150] => [Loss: 0.4098]
[2025-07-22 02:01:30.987803] => [Epoch Num: 046/100] => [Global Step: 0140/1150] => [Loss: 0.3413]
[2025-07-22 02:01:47.885640] => [Epoch Num: 046/100] => [Global Step: 0160/1150] => [Loss: 0.5668]
[2025-07-22 02:02:04.589878] => [Epoch Num: 046/100] => [Global Step: 0180/1150] => [Loss: 0.3686]
[2025-07-22 02:02:21.282129] => [Epoch Num: 046/100] => [Global Step: 0200/1150] => [Loss: 0.3826]
[2025-07-22 02:02:38.342417] => [Epoch Num: 046/100] => [Global Step: 0220/1150] => [Loss: 0.2646]
[2025-07-22 02:02:55.072227] => [Epoch Num: 046/100] => [Global Step: 0240/1150] => [Loss: 0.3217]
[2025-07-22 02:03:11.863482] => [Epoch Num: 046/100] => [Global Step: 0260/1150] => [Loss: 0.3500]
[2025-07-22 02:03:29.098201] => [Epoch Num: 046/100] => [Global Step: 0280/1150] => [Loss: 0.4581]
[2025-07-22 02:03:45.872704] => [Epoch Num: 046/100] => [Global Step: 0300/1150] => [Loss: 0.3551]
[2025-07-22 02:04:02.659501] => [Epoch Num: 046/100] => [Global Step: 0320/1150] => [Loss: 0.2378]
[2025-07-22 02:04:19.380595] => [Epoch Num: 046/100] => [Global Step: 0340/1150] => [Loss: 0.4810]
[2025-07-22 02:04:36.833671] => [Epoch Num: 046/100] => [Global Step: 0360/1150] => [Loss: 0.3972]
[2025-07-22 02:04:53.494320] => [Epoch Num: 046/100] => [Global Step: 0380/1150] => [Loss: 0.2866]
[2025-07-22 02:05:10.170346] => [Epoch Num: 046/100] => [Global Step: 0400/1150] => [Loss: 0.3355]
[2025-07-22 02:05:26.859336] => [Epoch Num: 046/100] => [Global Step: 0420/1150] => [Loss: 0.4127]
[2025-07-22 02:05:43.568613] => [Epoch Num: 046/100] => [Global Step: 0440/1150] => [Loss: 0.4402]
[2025-07-22 02:06:01.033653] => [Epoch Num: 046/100] => [Global Step: 0460/1150] => [Loss: 0.3268]
[2025-07-22 02:06:17.708318] => [Epoch Num: 046/100] => [Global Step: 0480/1150] => [Loss: 0.4532]
[2025-07-22 02:06:34.408476] => [Epoch Num: 046/100] => [Global Step: 0500/1150] => [Loss: 0.3860]
[2025-07-22 02:06:51.140256] => [Epoch Num: 046/100] => [Global Step: 0520/1150] => [Loss: 0.4715]
[2025-07-22 02:07:07.929799] => [Epoch Num: 046/100] => [Global Step: 0540/1150] => [Loss: 0.3608]
[2025-07-22 02:07:24.706364] => [Epoch Num: 046/100] => [Global Step: 0560/1150] => [Loss: 0.4387]
[2025-07-22 02:07:42.697181] => [Epoch Num: 046/100] => [Global Step: 0580/1150] => [Loss: 0.4616]
[2025-07-22 02:07:59.478553] => [Epoch Num: 046/100] => [Global Step: 0600/1150] => [Loss: 0.5836]
[2025-07-22 02:08:16.307974] => [Epoch Num: 046/100] => [Global Step: 0620/1150] => [Loss: 0.5341]
[2025-07-22 02:08:33.151340] => [Epoch Num: 046/100] => [Global Step: 0640/1150] => [Loss: 0.3168]
[2025-07-22 02:08:50.048969] => [Epoch Num: 046/100] => [Global Step: 0660/1150] => [Loss: 0.4739]
[2025-07-22 02:09:06.875184] => [Epoch Num: 046/100] => [Global Step: 0680/1150] => [Loss: 0.3804]
[2025-07-22 02:09:23.679461] => [Epoch Num: 046/100] => [Global Step: 0700/1150] => [Loss: 0.3433]
[2025-07-22 02:09:40.435675] => [Epoch Num: 046/100] => [Global Step: 0720/1150] => [Loss: 0.4465]
[2025-07-22 02:09:58.533864] => [Epoch Num: 046/100] => [Global Step: 0740/1150] => [Loss: 0.5058]
[2025-07-22 02:10:15.236668] => [Epoch Num: 046/100] => [Global Step: 0760/1150] => [Loss: 0.4335]
[2025-07-22 02:10:31.964203] => [Epoch Num: 046/100] => [Global Step: 0780/1150] => [Loss: 0.5611]
[2025-07-22 02:10:48.704686] => [Epoch Num: 046/100] => [Global Step: 0800/1150] => [Loss: 0.3602]
[2025-07-22 02:11:05.405613] => [Epoch Num: 046/100] => [Global Step: 0820/1150] => [Loss: 0.3766]
[2025-07-22 02:11:22.089188] => [Epoch Num: 046/100] => [Global Step: 0840/1150] => [Loss: 0.3949]
[2025-07-22 02:11:38.745278] => [Epoch Num: 046/100] => [Global Step: 0860/1150] => [Loss: 0.5076]
[2025-07-22 02:11:55.408194] => [Epoch Num: 046/100] => [Global Step: 0880/1150] => [Loss: 0.3125]
[2025-07-22 02:12:12.090869] => [Epoch Num: 046/100] => [Global Step: 0900/1150] => [Loss: 0.4039]
[2025-07-22 02:12:30.615290] => [Epoch Num: 046/100] => [Global Step: 0920/1150] => [Loss: 0.3689]
[2025-07-22 02:12:47.316675] => [Epoch Num: 046/100] => [Global Step: 0940/1150] => [Loss: 0.5328]
[2025-07-22 02:13:03.988073] => [Epoch Num: 046/100] => [Global Step: 0960/1150] => [Loss: 0.4996]
[2025-07-22 02:13:20.646191] => [Epoch Num: 046/100] => [Global Step: 0980/1150] => [Loss: 0.4650]
[2025-07-22 02:13:37.328194] => [Epoch Num: 046/100] => [Global Step: 1000/1150] => [Loss: 0.3449]
[2025-07-22 02:13:54.025209] => [Epoch Num: 046/100] => [Global Step: 1020/1150] => [Loss: 0.4299]
[2025-07-22 02:14:10.699533] => [Epoch Num: 046/100] => [Global Step: 1040/1150] => [Loss: 0.7082]
[2025-07-22 02:14:27.363155] => [Epoch Num: 046/100] => [Global Step: 1060/1150] => [Loss: 0.4295]
[2025-07-22 02:14:44.002907] => [Epoch Num: 046/100] => [Global Step: 1080/1150] => [Loss: 0.3487]
[2025-07-22 02:15:00.687918] => [Epoch Num: 046/100] => [Global Step: 1100/1150] => [Loss: 0.2995]
[2025-07-22 02:15:18.017625] => [Epoch Num: 046/100] => [Global Step: 1120/1150] => [Loss: 0.3253]
[2025-07-22 02:15:37.847615] => [Epoch Num: 046/100] => [Global Step: 1140/1150] => [Loss: 0.4407]
[2025-07-22 02:15:58.523299] => [Epoch Num: 047/100] => [Global Step: 0000/1150] => [Loss: 0.3836]
[2025-07-22 02:16:15.302272] => [Epoch Num: 047/100] => [Global Step: 0020/1150] => [Loss: 0.4281]
[2025-07-22 02:16:31.999259] => [Epoch Num: 047/100] => [Global Step: 0040/1150] => [Loss: 0.3593]
[2025-07-22 02:16:48.634173] => [Epoch Num: 047/100] => [Global Step: 0060/1150] => [Loss: 0.5784]
[2025-07-22 02:17:05.282686] => [Epoch Num: 047/100] => [Global Step: 0080/1150] => [Loss: 0.3427]
[2025-07-22 02:17:21.916474] => [Epoch Num: 047/100] => [Global Step: 0100/1150] => [Loss: 0.2426]
[2025-07-22 02:17:38.543921] => [Epoch Num: 047/100] => [Global Step: 0120/1150] => [Loss: 0.4264]
[2025-07-22 02:17:55.359794] => [Epoch Num: 047/100] => [Global Step: 0140/1150] => [Loss: 0.3649]
[2025-07-22 02:18:12.448491] => [Epoch Num: 047/100] => [Global Step: 0160/1150] => [Loss: 0.3863]
[2025-07-22 02:18:29.341005] => [Epoch Num: 047/100] => [Global Step: 0180/1150] => [Loss: 0.5847]
[2025-07-22 02:18:46.014284] => [Epoch Num: 047/100] => [Global Step: 0200/1150] => [Loss: 0.5739]
[2025-07-22 02:19:02.688820] => [Epoch Num: 047/100] => [Global Step: 0220/1150] => [Loss: 0.4052]
[2025-07-22 02:19:19.317621] => [Epoch Num: 047/100] => [Global Step: 0240/1150] => [Loss: 0.2797]
[2025-07-22 02:19:36.581026] => [Epoch Num: 047/100] => [Global Step: 0260/1150] => [Loss: 0.4803]
[2025-07-22 02:19:53.271502] => [Epoch Num: 047/100] => [Global Step: 0280/1150] => [Loss: 0.4834]
[2025-07-22 02:20:09.973771] => [Epoch Num: 047/100] => [Global Step: 0300/1150] => [Loss: 0.4180]
[2025-07-22 02:20:27.284235] => [Epoch Num: 047/100] => [Global Step: 0320/1150] => [Loss: 0.4182]
[2025-07-22 02:20:44.003841] => [Epoch Num: 047/100] => [Global Step: 0340/1150] => [Loss: 0.4394]
[2025-07-22 02:21:00.706095] => [Epoch Num: 047/100] => [Global Step: 0360/1150] => [Loss: 0.4172]
[2025-07-22 02:21:17.395623] => [Epoch Num: 047/100] => [Global Step: 0380/1150] => [Loss: 0.4884]
[2025-07-22 02:21:34.093340] => [Epoch Num: 047/100] => [Global Step: 0400/1150] => [Loss: 0.4478]
[2025-07-22 02:21:51.357546] => [Epoch Num: 047/100] => [Global Step: 0420/1150] => [Loss: 0.4288]
[2025-07-22 02:22:08.064120] => [Epoch Num: 047/100] => [Global Step: 0440/1150] => [Loss: 0.3541]
[2025-07-22 02:22:24.738723] => [Epoch Num: 047/100] => [Global Step: 0460/1150] => [Loss: 0.2459]
[2025-07-22 02:22:41.407496] => [Epoch Num: 047/100] => [Global Step: 0480/1150] => [Loss: 0.5235]
[2025-07-22 02:22:58.084189] => [Epoch Num: 047/100] => [Global Step: 0500/1150] => [Loss: 0.4372]
[2025-07-22 02:23:15.709294] => [Epoch Num: 047/100] => [Global Step: 0520/1150] => [Loss: 0.3868]
[2025-07-22 02:23:32.377908] => [Epoch Num: 047/100] => [Global Step: 0540/1150] => [Loss: 0.3863]
[2025-07-22 02:23:49.022731] => [Epoch Num: 047/100] => [Global Step: 0560/1150] => [Loss: 0.4317]
[2025-07-22 02:24:05.634590] => [Epoch Num: 047/100] => [Global Step: 0580/1150] => [Loss: 0.3778]
[2025-07-22 02:24:22.248008] => [Epoch Num: 047/100] => [Global Step: 0600/1150] => [Loss: 0.3105]
[2025-07-22 02:24:38.882452] => [Epoch Num: 047/100] => [Global Step: 0620/1150] => [Loss: 0.4099]
[2025-07-22 02:24:55.626015] => [Epoch Num: 047/100] => [Global Step: 0640/1150] => [Loss: 0.5312]
[2025-07-22 02:25:14.490351] => [Epoch Num: 047/100] => [Global Step: 0660/1150] => [Loss: 0.5290]
[2025-07-22 02:25:31.131991] => [Epoch Num: 047/100] => [Global Step: 0680/1150] => [Loss: 0.3600]
[2025-07-22 02:25:47.715792] => [Epoch Num: 047/100] => [Global Step: 0700/1150] => [Loss: 0.4203]
[2025-07-22 02:26:04.285389] => [Epoch Num: 047/100] => [Global Step: 0720/1150] => [Loss: 0.4102]
[2025-07-22 02:26:20.876287] => [Epoch Num: 047/100] => [Global Step: 0740/1150] => [Loss: 0.4141]
[2025-07-22 02:26:37.448621] => [Epoch Num: 047/100] => [Global Step: 0760/1150] => [Loss: 0.3823]
[2025-07-22 02:26:54.051016] => [Epoch Num: 047/100] => [Global Step: 0780/1150] => [Loss: 0.5843]
[2025-07-22 02:27:10.600284] => [Epoch Num: 047/100] => [Global Step: 0800/1150] => [Loss: 0.4682]
[2025-07-22 02:27:28.776553] => [Epoch Num: 047/100] => [Global Step: 0820/1150] => [Loss: 0.4000]
[2025-07-22 02:27:45.327283] => [Epoch Num: 047/100] => [Global Step: 0840/1150] => [Loss: 0.4210]
[2025-07-22 02:28:01.909585] => [Epoch Num: 047/100] => [Global Step: 0860/1150] => [Loss: 0.3884]
[2025-07-22 02:28:18.488393] => [Epoch Num: 047/100] => [Global Step: 0880/1150] => [Loss: 0.4336]
[2025-07-22 02:28:35.060103] => [Epoch Num: 047/100] => [Global Step: 0900/1150] => [Loss: 0.4301]
[2025-07-22 02:28:51.692142] => [Epoch Num: 047/100] => [Global Step: 0920/1150] => [Loss: 0.4330]
[2025-07-22 02:29:08.286840] => [Epoch Num: 047/100] => [Global Step: 0940/1150] => [Loss: 0.3513]
[2025-07-22 02:29:24.903711] => [Epoch Num: 047/100] => [Global Step: 0960/1150] => [Loss: 0.3536]
[2025-07-22 02:29:41.509905] => [Epoch Num: 047/100] => [Global Step: 0980/1150] => [Loss: 0.4115]
[2025-07-22 02:29:58.074749] => [Epoch Num: 047/100] => [Global Step: 1000/1150] => [Loss: 0.5944]
[2025-07-22 02:30:16.733196] => [Epoch Num: 047/100] => [Global Step: 1020/1150] => [Loss: 0.3834]
[2025-07-22 02:30:33.312895] => [Epoch Num: 047/100] => [Global Step: 1040/1150] => [Loss: 0.5049]
