| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          Off |   00000000:9B:00.0 Off |                    0 |
| N/A   26C    P0             57W /  400W |       1MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Module load: anaconda/3-2024.10-1
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/condabin/conda
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/conda
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/conda-env
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/activate
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/bin/deactivate
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/etc/profile.d/conda.sh
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/etc/fish/conf.d/conda.fish
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/shell/condabin/Conda.psm1
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/shell/condabin/conda-hook.ps1
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /opt/modules/library/cpu/anaconda/3-2024.10-1/etc/profile.d/conda.csh
modified      /home/aaron.dichoso/.bashrc

==> For changes to take effect, close and re-open your current shell. <==

--------------------training----------------------
/home/aaron.dichoso/.conda/envs/RISNet/lib/python3.8/site-packages/torch/utils/data/dataloader.py:560: UserWarning: This DataLoader will create 20 worker processes in total. Our suggested max number of worker in current system is 8, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
[2025-07-21 15:25:11.267799] => [Epoch Num: 009/100] => [Global Step: 0800/1150] => [Loss: 0.4734]
[2025-07-21 15:25:29.636916] => [Epoch Num: 009/100] => [Global Step: 0820/1150] => [Loss: 0.5147]
[2025-07-21 15:25:49.600149] => [Epoch Num: 009/100] => [Global Step: 0840/1150] => [Loss: 0.6436]
[2025-07-21 15:26:07.959560] => [Epoch Num: 009/100] => [Global Step: 0860/1150] => [Loss: 0.6266]
[2025-07-21 15:26:26.332815] => [Epoch Num: 009/100] => [Global Step: 0880/1150] => [Loss: 0.4981]
[2025-07-21 15:26:44.684616] => [Epoch Num: 009/100] => [Global Step: 0900/1150] => [Loss: 0.5769]
[2025-07-21 15:27:03.045995] => [Epoch Num: 009/100] => [Global Step: 0920/1150] => [Loss: 0.5727]
[2025-07-21 15:27:21.394365] => [Epoch Num: 009/100] => [Global Step: 0940/1150] => [Loss: 0.3592]
[2025-07-21 15:27:39.704352] => [Epoch Num: 009/100] => [Global Step: 0960/1150] => [Loss: 0.4280]
[2025-07-21 15:27:58.054022] => [Epoch Num: 009/100] => [Global Step: 0980/1150] => [Loss: 0.4360]
[2025-07-21 15:28:16.368613] => [Epoch Num: 009/100] => [Global Step: 1000/1150] => [Loss: 0.4853]
[2025-07-21 15:28:34.729008] => [Epoch Num: 009/100] => [Global Step: 1020/1150] => [Loss: 0.9314]
[2025-07-21 15:28:55.435370] => [Epoch Num: 009/100] => [Global Step: 1040/1150] => [Loss: 0.5041]
[2025-07-21 15:29:13.871219] => [Epoch Num: 009/100] => [Global Step: 1060/1150] => [Loss: 0.4937]
[2025-07-21 15:29:32.276209] => [Epoch Num: 009/100] => [Global Step: 1080/1150] => [Loss: 0.7007]
[2025-07-21 15:29:50.609247] => [Epoch Num: 009/100] => [Global Step: 1100/1150] => [Loss: 0.6094]
[2025-07-21 15:30:08.839183] => [Epoch Num: 009/100] => [Global Step: 1120/1150] => [Loss: 0.8588]
[2025-07-21 15:30:26.961303] => [Epoch Num: 009/100] => [Global Step: 1140/1150] => [Loss: 0.5182]
[2025-07-21 15:30:47.907352] => [Epoch Num: 010/100] => [Global Step: 0000/1150] => [Loss: 0.4722]
[2025-07-21 15:31:06.372367] => [Epoch Num: 010/100] => [Global Step: 0020/1150] => [Loss: 0.5084]
[2025-07-21 15:31:24.658605] => [Epoch Num: 010/100] => [Global Step: 0040/1150] => [Loss: 0.6252]
[2025-07-21 15:31:42.922827] => [Epoch Num: 010/100] => [Global Step: 0060/1150] => [Loss: 0.6153]
[2025-07-21 15:32:01.184977] => [Epoch Num: 010/100] => [Global Step: 0080/1150] => [Loss: 0.4304]
[2025-07-21 15:32:19.455422] => [Epoch Num: 010/100] => [Global Step: 0100/1150] => [Loss: 0.6635]
[2025-07-21 15:32:37.729800] => [Epoch Num: 010/100] => [Global Step: 0120/1150] => [Loss: 0.5923]
[2025-07-21 15:32:56.313090] => [Epoch Num: 010/100] => [Global Step: 0140/1150] => [Loss: 0.5456]
[2025-07-21 15:33:14.635764] => [Epoch Num: 010/100] => [Global Step: 0160/1150] => [Loss: 0.5155]
[2025-07-21 15:33:33.203324] => [Epoch Num: 010/100] => [Global Step: 0180/1150] => [Loss: 0.5403]
[2025-07-21 15:33:51.514593] => [Epoch Num: 010/100] => [Global Step: 0200/1150] => [Loss: 0.5984]
[2025-07-21 15:34:09.727668] => [Epoch Num: 010/100] => [Global Step: 0220/1150] => [Loss: 0.8597]
[2025-07-21 15:34:28.452787] => [Epoch Num: 010/100] => [Global Step: 0240/1150] => [Loss: 0.4571]
[2025-07-21 15:34:46.675075] => [Epoch Num: 010/100] => [Global Step: 0260/1150] => [Loss: 0.6712]
[2025-07-21 15:35:04.904825] => [Epoch Num: 010/100] => [Global Step: 0280/1150] => [Loss: 0.7290]
[2025-07-21 15:35:23.138300] => [Epoch Num: 010/100] => [Global Step: 0300/1150] => [Loss: 0.6063]
[2025-07-21 15:35:41.996193] => [Epoch Num: 010/100] => [Global Step: 0320/1150] => [Loss: 0.4965]
[2025-07-21 15:36:00.196544] => [Epoch Num: 010/100] => [Global Step: 0340/1150] => [Loss: 0.4567]
[2025-07-21 15:36:18.387003] => [Epoch Num: 010/100] => [Global Step: 0360/1150] => [Loss: 0.8103]
[2025-07-21 15:36:36.588889] => [Epoch Num: 010/100] => [Global Step: 0380/1150] => [Loss: 0.5107]
[2025-07-21 15:36:55.574618] => [Epoch Num: 010/100] => [Global Step: 0400/1150] => [Loss: 0.5015]
[2025-07-21 15:37:13.746945] => [Epoch Num: 010/100] => [Global Step: 0420/1150] => [Loss: 0.4156]
[2025-07-21 15:37:31.982177] => [Epoch Num: 010/100] => [Global Step: 0440/1150] => [Loss: 0.7038]
[2025-07-21 15:37:50.209103] => [Epoch Num: 010/100] => [Global Step: 0460/1150] => [Loss: 0.4824]
[2025-07-21 15:38:08.453394] => [Epoch Num: 010/100] => [Global Step: 0480/1150] => [Loss: 0.6959]
[2025-07-21 15:38:27.694028] => [Epoch Num: 010/100] => [Global Step: 0500/1150] => [Loss: 0.6594]
[2025-07-21 15:38:45.862276] => [Epoch Num: 010/100] => [Global Step: 0520/1150] => [Loss: 0.5261]
[2025-07-21 15:39:03.991876] => [Epoch Num: 010/100] => [Global Step: 0540/1150] => [Loss: 0.5345]
[2025-07-21 15:39:22.152017] => [Epoch Num: 010/100] => [Global Step: 0560/1150] => [Loss: 0.4434]
[2025-07-21 15:39:40.298185] => [Epoch Num: 010/100] => [Global Step: 0580/1150] => [Loss: 0.5732]
[2025-07-21 15:39:58.458865] => [Epoch Num: 010/100] => [Global Step: 0600/1150] => [Loss: 0.4898]
[2025-07-21 15:40:16.593311] => [Epoch Num: 010/100] => [Global Step: 0620/1150] => [Loss: 0.4094]
[2025-07-21 15:40:35.989314] => [Epoch Num: 010/100] => [Global Step: 0640/1150] => [Loss: 0.6007]
[2025-07-21 15:40:54.139244] => [Epoch Num: 010/100] => [Global Step: 0660/1150] => [Loss: 0.4982]
[2025-07-21 15:41:12.269977] => [Epoch Num: 010/100] => [Global Step: 0680/1150] => [Loss: 0.5950]
[2025-07-21 15:41:30.407591] => [Epoch Num: 010/100] => [Global Step: 0700/1150] => [Loss: 0.4000]
[2025-07-21 15:41:48.511180] => [Epoch Num: 010/100] => [Global Step: 0720/1150] => [Loss: 0.4231]
[2025-07-21 15:42:06.614260] => [Epoch Num: 010/100] => [Global Step: 0740/1150] => [Loss: 0.5123]
[2025-07-21 15:42:24.725335] => [Epoch Num: 010/100] => [Global Step: 0760/1150] => [Loss: 0.5492]
[2025-07-21 15:42:44.530910] => [Epoch Num: 010/100] => [Global Step: 0780/1150] => [Loss: 0.6705]
[2025-07-21 15:43:02.677806] => [Epoch Num: 010/100] => [Global Step: 0800/1150] => [Loss: 0.7687]
[2025-07-21 15:43:20.817050] => [Epoch Num: 010/100] => [Global Step: 0820/1150] => [Loss: 0.8042]
[2025-07-21 15:43:38.902018] => [Epoch Num: 010/100] => [Global Step: 0840/1150] => [Loss: 0.4511]
[2025-07-21 15:43:57.011378] => [Epoch Num: 010/100] => [Global Step: 0860/1150] => [Loss: 0.4809]
[2025-07-21 15:44:15.126327] => [Epoch Num: 010/100] => [Global Step: 0880/1150] => [Loss: 0.4438]
[2025-07-21 15:44:33.221641] => [Epoch Num: 010/100] => [Global Step: 0900/1150] => [Loss: 0.7133]
[2025-07-21 15:44:51.292181] => [Epoch Num: 010/100] => [Global Step: 0920/1150] => [Loss: 0.4440]
[2025-07-21 15:45:09.379424] => [Epoch Num: 010/100] => [Global Step: 0940/1150] => [Loss: 0.6409]
[2025-07-21 15:45:27.432695] => [Epoch Num: 010/100] => [Global Step: 0960/1150] => [Loss: 0.5619]
[2025-07-21 15:45:47.468553] => [Epoch Num: 010/100] => [Global Step: 0980/1150] => [Loss: 0.4543]
[2025-07-21 15:46:05.483232] => [Epoch Num: 010/100] => [Global Step: 1000/1150] => [Loss: 0.4941]
[2025-07-21 15:46:23.525412] => [Epoch Num: 010/100] => [Global Step: 1020/1150] => [Loss: 0.3951]
[2025-07-21 15:46:41.537448] => [Epoch Num: 010/100] => [Global Step: 1040/1150] => [Loss: 0.6883]
[2025-07-21 15:46:59.603200] => [Epoch Num: 010/100] => [Global Step: 1060/1150] => [Loss: 0.4109]
[2025-07-21 15:47:17.715725] => [Epoch Num: 010/100] => [Global Step: 1080/1150] => [Loss: 0.6472]
[2025-07-21 15:47:35.801738] => [Epoch Num: 010/100] => [Global Step: 1100/1150] => [Loss: 0.4245]
[2025-07-21 15:47:53.776837] => [Epoch Num: 010/100] => [Global Step: 1120/1150] => [Loss: 0.5676]
[2025-07-21 15:48:11.637052] => [Epoch Num: 010/100] => [Global Step: 1140/1150] => [Loss: 0.4790]
[2025-07-21 15:48:32.808490] => [Epoch Num: 011/100] => [Global Step: 0000/1150] => [Loss: 0.5649]
[2025-07-21 15:48:51.238730] => [Epoch Num: 011/100] => [Global Step: 0020/1150] => [Loss: 0.7435]
[2025-07-21 15:49:09.317632] => [Epoch Num: 011/100] => [Global Step: 0040/1150] => [Loss: 0.5673]
[2025-07-21 15:49:27.542881] => [Epoch Num: 011/100] => [Global Step: 0060/1150] => [Loss: 0.4083]
[2025-07-21 15:49:45.620306] => [Epoch Num: 011/100] => [Global Step: 0080/1150] => [Loss: 0.4129]
[2025-07-21 15:50:03.855085] => [Epoch Num: 011/100] => [Global Step: 0100/1150] => [Loss: 0.5250]
[2025-07-21 15:50:21.901447] => [Epoch Num: 011/100] => [Global Step: 0120/1150] => [Loss: 0.4475]
[2025-07-21 15:50:40.295316] => [Epoch Num: 011/100] => [Global Step: 0140/1150] => [Loss: 0.3860]
[2025-07-21 15:50:58.415667] => [Epoch Num: 011/100] => [Global Step: 0160/1150] => [Loss: 0.4843]
[2025-07-21 15:51:16.789919] => [Epoch Num: 011/100] => [Global Step: 0180/1150] => [Loss: 0.4843]
[2025-07-21 15:51:34.892631] => [Epoch Num: 011/100] => [Global Step: 0200/1150] => [Loss: 0.8409]
[2025-07-21 15:51:52.951826] => [Epoch Num: 011/100] => [Global Step: 0220/1150] => [Loss: 0.6011]
[2025-07-21 15:52:11.553967] => [Epoch Num: 011/100] => [Global Step: 0240/1150] => [Loss: 0.6748]
[2025-07-21 15:52:29.676410] => [Epoch Num: 011/100] => [Global Step: 0260/1150] => [Loss: 0.7630]
[2025-07-21 15:52:47.665068] => [Epoch Num: 011/100] => [Global Step: 0280/1150] => [Loss: 0.6158]
[2025-07-21 15:53:06.338757] => [Epoch Num: 011/100] => [Global Step: 0300/1150] => [Loss: 0.5269]
[2025-07-21 15:53:24.483660] => [Epoch Num: 011/100] => [Global Step: 0320/1150] => [Loss: 0.4424]
[2025-07-21 15:53:42.628184] => [Epoch Num: 011/100] => [Global Step: 0340/1150] => [Loss: 0.6223]
[2025-07-21 15:54:00.772043] => [Epoch Num: 011/100] => [Global Step: 0360/1150] => [Loss: 0.4177]
[2025-07-21 15:54:18.906847] => [Epoch Num: 011/100] => [Global Step: 0380/1150] => [Loss: 0.5228]
[2025-07-21 15:54:37.847813] => [Epoch Num: 011/100] => [Global Step: 0400/1150] => [Loss: 0.4103]
[2025-07-21 15:54:55.929965] => [Epoch Num: 011/100] => [Global Step: 0420/1150] => [Loss: 0.5362]
[2025-07-21 15:55:14.034283] => [Epoch Num: 011/100] => [Global Step: 0440/1150] => [Loss: 0.7864]
[2025-07-21 15:55:32.140415] => [Epoch Num: 011/100] => [Global Step: 0460/1150] => [Loss: 0.3988]
[2025-07-21 15:55:50.259186] => [Epoch Num: 011/100] => [Global Step: 0480/1150] => [Loss: 0.5085]
[2025-07-21 15:56:09.420383] => [Epoch Num: 011/100] => [Global Step: 0500/1150] => [Loss: 0.5498]
[2025-07-21 15:56:27.572883] => [Epoch Num: 011/100] => [Global Step: 0520/1150] => [Loss: 0.4370]
[2025-07-21 15:56:45.721374] => [Epoch Num: 011/100] => [Global Step: 0540/1150] => [Loss: 0.4912]
[2025-07-21 15:57:03.845721] => [Epoch Num: 011/100] => [Global Step: 0560/1150] => [Loss: 0.7596]
[2025-07-21 15:57:21.958089] => [Epoch Num: 011/100] => [Global Step: 0580/1150] => [Loss: 0.3518]
[2025-07-21 15:57:40.073528] => [Epoch Num: 011/100] => [Global Step: 0600/1150] => [Loss: 0.7408]
[2025-07-21 15:57:59.420661] => [Epoch Num: 011/100] => [Global Step: 0620/1150] => [Loss: 0.4600]
[2025-07-21 15:58:17.555753] => [Epoch Num: 011/100] => [Global Step: 0640/1150] => [Loss: 0.5513]
[2025-07-21 15:58:35.681443] => [Epoch Num: 011/100] => [Global Step: 0660/1150] => [Loss: 0.5916]
[2025-07-21 15:58:53.915556] => [Epoch Num: 011/100] => [Global Step: 0680/1150] => [Loss: 0.6370]
[2025-07-21 15:59:12.075652] => [Epoch Num: 011/100] => [Global Step: 0700/1150] => [Loss: 0.5181]
[2025-07-21 15:59:30.222179] => [Epoch Num: 011/100] => [Global Step: 0720/1150] => [Loss: 0.3978]
[2025-07-21 15:59:48.337903] => [Epoch Num: 011/100] => [Global Step: 0740/1150] => [Loss: 0.5525]
[2025-07-21 16:00:06.465690] => [Epoch Num: 011/100] => [Global Step: 0760/1150] => [Loss: 0.5288]
[2025-07-21 16:00:26.050163] => [Epoch Num: 011/100] => [Global Step: 0780/1150] => [Loss: 0.4777]
[2025-07-21 16:00:44.129089] => [Epoch Num: 011/100] => [Global Step: 0800/1150] => [Loss: 0.5288]
[2025-07-21 16:01:02.222791] => [Epoch Num: 011/100] => [Global Step: 0820/1150] => [Loss: 0.5244]
[2025-07-21 16:01:20.324655] => [Epoch Num: 011/100] => [Global Step: 0840/1150] => [Loss: 0.4353]
[2025-07-21 16:01:38.444427] => [Epoch Num: 011/100] => [Global Step: 0860/1150] => [Loss: 0.6291]
[2025-07-21 16:01:56.498200] => [Epoch Num: 011/100] => [Global Step: 0880/1150] => [Loss: 0.7702]
[2025-07-21 16:02:14.555768] => [Epoch Num: 011/100] => [Global Step: 0900/1150] => [Loss: 0.5900]
[2025-07-21 16:02:32.629593] => [Epoch Num: 011/100] => [Global Step: 0920/1150] => [Loss: 0.6297]
[2025-07-21 16:02:50.731053] => [Epoch Num: 011/100] => [Global Step: 0940/1150] => [Loss: 0.6948]
[2025-07-21 16:03:08.834206] => [Epoch Num: 011/100] => [Global Step: 0960/1150] => [Loss: 0.7992]
[2025-07-21 16:03:28.918857] => [Epoch Num: 011/100] => [Global Step: 0980/1150] => [Loss: 0.5734]
[2025-07-21 16:03:47.134087] => [Epoch Num: 011/100] => [Global Step: 1000/1150] => [Loss: 0.5209]
[2025-07-21 16:04:05.350565] => [Epoch Num: 011/100] => [Global Step: 1020/1150] => [Loss: 0.4671]
[2025-07-21 16:04:23.506097] => [Epoch Num: 011/100] => [Global Step: 1040/1150] => [Loss: 0.5118]
[2025-07-21 16:04:41.593991] => [Epoch Num: 011/100] => [Global Step: 1060/1150] => [Loss: 0.4326]
[2025-07-21 16:04:59.719795] => [Epoch Num: 011/100] => [Global Step: 1080/1150] => [Loss: 0.4384]
[2025-07-21 16:05:17.799710] => [Epoch Num: 011/100] => [Global Step: 1100/1150] => [Loss: 0.6704]
[2025-07-21 16:05:35.759803] => [Epoch Num: 011/100] => [Global Step: 1120/1150] => [Loss: 0.6449]
[2025-07-21 16:05:53.595072] => [Epoch Num: 011/100] => [Global Step: 1140/1150] => [Loss: 0.6172]
[2025-07-21 16:06:14.789290] => [Epoch Num: 012/100] => [Global Step: 0000/1150] => [Loss: 0.5483]
[2025-07-21 16:06:33.875650] => [Epoch Num: 012/100] => [Global Step: 0020/1150] => [Loss: 0.6680]
[2025-07-21 16:06:51.965810] => [Epoch Num: 012/100] => [Global Step: 0040/1150] => [Loss: 0.7219]
[2025-07-21 16:07:10.013413] => [Epoch Num: 012/100] => [Global Step: 0060/1150] => [Loss: 0.3634]
[2025-07-21 16:07:28.002481] => [Epoch Num: 012/100] => [Global Step: 0080/1150] => [Loss: 0.7568]
[2025-07-21 16:07:45.896868] => [Epoch Num: 012/100] => [Global Step: 0100/1150] => [Loss: 0.6856]
[2025-07-21 16:08:04.059819] => [Epoch Num: 012/100] => [Global Step: 0120/1150] => [Loss: 0.4341]
[2025-07-21 16:08:21.926332] => [Epoch Num: 012/100] => [Global Step: 0140/1150] => [Loss: 0.5911]
[2025-07-21 16:08:40.039305] => [Epoch Num: 012/100] => [Global Step: 0160/1150] => [Loss: 0.4172]
[2025-07-21 16:08:57.957866] => [Epoch Num: 012/100] => [Global Step: 0180/1150] => [Loss: 0.5706]
[2025-07-21 16:09:15.889064] => [Epoch Num: 012/100] => [Global Step: 0200/1150] => [Loss: 0.5710]
[2025-07-21 16:09:34.314973] => [Epoch Num: 012/100] => [Global Step: 0220/1150] => [Loss: 0.6097]
[2025-07-21 16:09:52.192385] => [Epoch Num: 012/100] => [Global Step: 0240/1150] => [Loss: 0.5535]
[2025-07-21 16:10:10.115627] => [Epoch Num: 012/100] => [Global Step: 0260/1150] => [Loss: 0.7667]
[2025-07-21 16:10:28.341110] => [Epoch Num: 012/100] => [Global Step: 0280/1150] => [Loss: 0.6650]
[2025-07-21 16:10:46.241525] => [Epoch Num: 012/100] => [Global Step: 0300/1150] => [Loss: 0.5803]
[2025-07-21 16:11:04.105376] => [Epoch Num: 012/100] => [Global Step: 0320/1150] => [Loss: 0.5251]
[2025-07-21 16:11:21.957963] => [Epoch Num: 012/100] => [Global Step: 0340/1150] => [Loss: 0.5165]
[2025-07-21 16:11:40.568458] => [Epoch Num: 012/100] => [Global Step: 0360/1150] => [Loss: 0.4687]
[2025-07-21 16:11:58.523602] => [Epoch Num: 012/100] => [Global Step: 0380/1150] => [Loss: 0.4437]
[2025-07-21 16:12:16.502860] => [Epoch Num: 012/100] => [Global Step: 0400/1150] => [Loss: 0.5596]
[2025-07-21 16:12:34.436346] => [Epoch Num: 012/100] => [Global Step: 0420/1150] => [Loss: 0.6299]
[2025-07-21 16:12:52.354959] => [Epoch Num: 012/100] => [Global Step: 0440/1150] => [Loss: 0.5252]
[2025-07-21 16:13:11.146646] => [Epoch Num: 012/100] => [Global Step: 0460/1150] => [Loss: 0.4209]
[2025-07-21 16:13:29.029896] => [Epoch Num: 012/100] => [Global Step: 0480/1150] => [Loss: 0.4457]
[2025-07-21 16:13:46.935995] => [Epoch Num: 012/100] => [Global Step: 0500/1150] => [Loss: 0.5477]
[2025-07-21 16:14:04.817951] => [Epoch Num: 012/100] => [Global Step: 0520/1150] => [Loss: 0.4741]
[2025-07-21 16:14:22.677588] => [Epoch Num: 012/100] => [Global Step: 0540/1150] => [Loss: 0.6068]
[2025-07-21 16:14:40.543572] => [Epoch Num: 012/100] => [Global Step: 0560/1150] => [Loss: 0.5622]
[2025-07-21 16:14:59.555030] => [Epoch Num: 012/100] => [Global Step: 0580/1150] => [Loss: 0.4891]
[2025-07-21 16:15:17.500296] => [Epoch Num: 012/100] => [Global Step: 0600/1150] => [Loss: 0.4585]
[2025-07-21 16:15:35.443777] => [Epoch Num: 012/100] => [Global Step: 0620/1150] => [Loss: 0.6927]
[2025-07-21 16:15:53.306366] => [Epoch Num: 012/100] => [Global Step: 0640/1150] => [Loss: 0.5525]
[2025-07-21 16:16:11.158918] => [Epoch Num: 012/100] => [Global Step: 0660/1150] => [Loss: 0.5516]
[2025-07-21 16:16:29.025574] => [Epoch Num: 012/100] => [Global Step: 0680/1150] => [Loss: 0.6360]
[2025-07-21 16:16:46.913867] => [Epoch Num: 012/100] => [Global Step: 0700/1150] => [Loss: 0.6324]
[2025-07-21 16:17:04.805770] => [Epoch Num: 012/100] => [Global Step: 0720/1150] => [Loss: 0.5710]
[2025-07-21 16:17:24.113409] => [Epoch Num: 012/100] => [Global Step: 0740/1150] => [Loss: 0.5891]
[2025-07-21 16:17:41.920962] => [Epoch Num: 012/100] => [Global Step: 0760/1150] => [Loss: 0.5329]
[2025-07-21 16:17:59.796824] => [Epoch Num: 012/100] => [Global Step: 0780/1150] => [Loss: 0.3092]
[2025-07-21 16:18:17.673922] => [Epoch Num: 012/100] => [Global Step: 0800/1150] => [Loss: 0.5936]
[2025-07-21 16:18:35.510362] => [Epoch Num: 012/100] => [Global Step: 0820/1150] => [Loss: 0.4620]
[2025-07-21 16:18:53.433784] => [Epoch Num: 012/100] => [Global Step: 0840/1150] => [Loss: 0.3662]
[2025-07-21 16:19:11.352883] => [Epoch Num: 012/100] => [Global Step: 0860/1150] => [Loss: 0.5074]
[2025-07-21 16:19:29.239879] => [Epoch Num: 012/100] => [Global Step: 0880/1150] => [Loss: 0.6350]
[2025-07-21 16:19:47.168215] => [Epoch Num: 012/100] => [Global Step: 0900/1150] => [Loss: 0.7798]
[2025-07-21 16:20:06.969386] => [Epoch Num: 012/100] => [Global Step: 0920/1150] => [Loss: 0.6271]
[2025-07-21 16:20:24.894203] => [Epoch Num: 012/100] => [Global Step: 0940/1150] => [Loss: 0.4807]
[2025-07-21 16:20:42.794996] => [Epoch Num: 012/100] => [Global Step: 0960/1150] => [Loss: 0.5549]
[2025-07-21 16:21:00.656537] => [Epoch Num: 012/100] => [Global Step: 0980/1150] => [Loss: 0.8700]
[2025-07-21 16:21:18.559111] => [Epoch Num: 012/100] => [Global Step: 1000/1150] => [Loss: 0.7143]
[2025-07-21 16:21:36.483842] => [Epoch Num: 012/100] => [Global Step: 1020/1150] => [Loss: 0.6200]
[2025-07-21 16:21:54.376150] => [Epoch Num: 012/100] => [Global Step: 1040/1150] => [Loss: 0.4921]
[2025-07-21 16:22:12.299837] => [Epoch Num: 012/100] => [Global Step: 1060/1150] => [Loss: 0.3975]
[2025-07-21 16:22:30.239410] => [Epoch Num: 012/100] => [Global Step: 1080/1150] => [Loss: 0.4321]
[2025-07-21 16:22:48.168350] => [Epoch Num: 012/100] => [Global Step: 1100/1150] => [Loss: 0.5045]
[2025-07-21 16:23:05.985699] => [Epoch Num: 012/100] => [Global Step: 1120/1150] => [Loss: 0.6818]
[2025-07-21 16:23:26.082245] => [Epoch Num: 012/100] => [Global Step: 1140/1150] => [Loss: 0.6223]
[2025-07-21 16:23:45.595376] => [Epoch Num: 013/100] => [Global Step: 0000/1150] => [Loss: 0.6776]
[2025-07-21 16:24:04.029864] => [Epoch Num: 013/100] => [Global Step: 0020/1150] => [Loss: 0.5706]
[2025-07-21 16:24:21.992741] => [Epoch Num: 013/100] => [Global Step: 0040/1150] => [Loss: 0.6088]
[2025-07-21 16:24:39.956678] => [Epoch Num: 013/100] => [Global Step: 0060/1150] => [Loss: 0.6600]
[2025-07-21 16:24:57.926148] => [Epoch Num: 013/100] => [Global Step: 0080/1150] => [Loss: 0.4471]
[2025-07-21 16:25:15.783300] => [Epoch Num: 013/100] => [Global Step: 0100/1150] => [Loss: 0.6508]
[2025-07-21 16:25:33.696111] => [Epoch Num: 013/100] => [Global Step: 0120/1150] => [Loss: 0.6584]
[2025-07-21 16:25:51.595745] => [Epoch Num: 013/100] => [Global Step: 0140/1150] => [Loss: 0.6245]
[2025-07-21 16:26:09.485733] => [Epoch Num: 013/100] => [Global Step: 0160/1150] => [Loss: 0.4125]
[2025-07-21 16:26:27.401447] => [Epoch Num: 013/100] => [Global Step: 0180/1150] => [Loss: 0.6104]
[2025-07-21 16:26:45.315457] => [Epoch Num: 013/100] => [Global Step: 0200/1150] => [Loss: 0.5368]
[2025-07-21 16:27:03.211684] => [Epoch Num: 013/100] => [Global Step: 0220/1150] => [Loss: 0.7330]
[2025-07-21 16:27:21.087507] => [Epoch Num: 013/100] => [Global Step: 0240/1150] => [Loss: 0.5741]
[2025-07-21 16:27:39.518783] => [Epoch Num: 013/100] => [Global Step: 0260/1150] => [Loss: 0.5066]
[2025-07-21 16:27:57.461027] => [Epoch Num: 013/100] => [Global Step: 0280/1150] => [Loss: 0.5846]
[2025-07-21 16:28:15.432939] => [Epoch Num: 013/100] => [Global Step: 0300/1150] => [Loss: 0.6844]
[2025-07-21 16:28:34.073339] => [Epoch Num: 013/100] => [Global Step: 0320/1150] => [Loss: 0.5627]
[2025-07-21 16:28:51.987356] => [Epoch Num: 013/100] => [Global Step: 0340/1150] => [Loss: 0.5510]
[2025-07-21 16:29:09.908273] => [Epoch Num: 013/100] => [Global Step: 0360/1150] => [Loss: 0.6484]
[2025-07-21 16:29:27.851897] => [Epoch Num: 013/100] => [Global Step: 0380/1150] => [Loss: 0.3163]
[2025-07-21 16:29:45.791119] => [Epoch Num: 013/100] => [Global Step: 0400/1150] => [Loss: 0.5354]
[2025-07-21 16:30:04.498038] => [Epoch Num: 013/100] => [Global Step: 0420/1150] => [Loss: 0.4675]
[2025-07-21 16:30:22.439429] => [Epoch Num: 013/100] => [Global Step: 0440/1150] => [Loss: 0.6270]
[2025-07-21 16:30:40.376820] => [Epoch Num: 013/100] => [Global Step: 0460/1150] => [Loss: 0.3821]
[2025-07-21 16:30:58.345403] => [Epoch Num: 013/100] => [Global Step: 0480/1150] => [Loss: 0.4156]
[2025-07-21 16:31:16.478686] => [Epoch Num: 013/100] => [Global Step: 0500/1150] => [Loss: 0.7794]
[2025-07-21 16:31:35.839030] => [Epoch Num: 013/100] => [Global Step: 0520/1150] => [Loss: 0.5444]
[2025-07-21 16:31:53.819399] => [Epoch Num: 013/100] => [Global Step: 0540/1150] => [Loss: 0.4707]
[2025-07-21 16:32:11.796163] => [Epoch Num: 013/100] => [Global Step: 0560/1150] => [Loss: 0.6193]
[2025-07-21 16:32:29.819543] => [Epoch Num: 013/100] => [Global Step: 0580/1150] => [Loss: 0.5260]
