2025-09-25 22:25:39.851467 Epoch [026/100], Step [0800/1150], Loss1: 0.3098 Loss2: 0.6096 Loss3: 0.2801
2025-09-25 22:26:42.925180 Epoch [026/100], Step [0850/1150], Loss1: 0.2576 Loss2: 0.4311 Loss3: 0.2351
2025-09-25 22:27:46.044844 Epoch [026/100], Step [0900/1150], Loss1: 0.2446 Loss2: 0.3239 Loss3: 0.2061
2025-09-25 22:28:49.064249 Epoch [026/100], Step [0950/1150], Loss1: 0.1549 Loss2: 0.2208 Loss3: 0.1280
2025-09-25 22:29:52.175259 Epoch [026/100], Step [1000/1150], Loss1: 0.2893 Loss2: 0.4391 Loss3: 0.2784
2025-09-25 22:30:55.118784 Epoch [026/100], Step [1050/1150], Loss1: 0.2324 Loss2: 0.3452 Loss3: 0.2219
2025-09-25 22:31:58.182534 Epoch [026/100], Step [1100/1150], Loss1: 0.2237 Loss2: 0.3303 Loss3: 0.2235
2025-09-25 22:33:00.817991 Epoch [026/100], Step [1150/1150], Loss1: 0.3162 Loss2: 0.5416 Loss3: 0.3022
2025-09-25 22:33:05.879448 Epoch [027/100], Step [0001/1150], Loss1: 0.3226 Loss2: 0.4557 Loss3: 0.2978
2025-09-25 22:34:07.497116 Epoch [027/100], Step [0050/1150], Loss1: 0.2860 Loss2: 0.4067 Loss3: 0.2661
2025-09-25 22:35:10.505169 Epoch [027/100], Step [0100/1150], Loss1: 0.2834 Loss2: 0.4742 Loss3: 0.2563
2025-09-25 22:36:13.359193 Epoch [027/100], Step [0150/1150], Loss1: 0.3525 Loss2: 0.4446 Loss3: 0.3497
2025-09-25 22:37:16.375806 Epoch [027/100], Step [0200/1150], Loss1: 0.2276 Loss2: 0.4371 Loss3: 0.1913
2025-09-25 22:38:19.324759 Epoch [027/100], Step [0250/1150], Loss1: 0.2934 Loss2: 0.4808 Loss3: 0.2737
2025-09-25 22:39:22.354379 Epoch [027/100], Step [0300/1150], Loss1: 0.3368 Loss2: 0.4245 Loss3: 0.3073
2025-09-25 22:40:25.303217 Epoch [027/100], Step [0350/1150], Loss1: 0.1778 Loss2: 0.2770 Loss3: 0.1631
2025-09-25 22:41:28.178373 Epoch [027/100], Step [0400/1150], Loss1: 0.2313 Loss2: 0.4014 Loss3: 0.2286
2025-09-25 22:42:31.091201 Epoch [027/100], Step [0450/1150], Loss1: 0.2884 Loss2: 0.4475 Loss3: 0.2840
2025-09-25 22:43:34.044560 Epoch [027/100], Step [0500/1150], Loss1: 0.2745 Loss2: 0.4650 Loss3: 0.2662
2025-09-25 22:44:37.044234 Epoch [027/100], Step [0550/1150], Loss1: 0.2647 Loss2: 0.4283 Loss3: 0.2367
2025-09-25 22:45:39.958766 Epoch [027/100], Step [0600/1150], Loss1: 0.2116 Loss2: 0.3562 Loss3: 0.2012
2025-09-25 22:46:42.898161 Epoch [027/100], Step [0650/1150], Loss1: 0.3316 Loss2: 0.4232 Loss3: 0.3134
2025-09-25 22:47:45.821349 Epoch [027/100], Step [0700/1150], Loss1: 0.3918 Loss2: 0.6064 Loss3: 0.3785
2025-09-25 22:48:48.767427 Epoch [027/100], Step [0750/1150], Loss1: 0.4206 Loss2: 0.4981 Loss3: 0.4036
2025-09-25 22:49:51.562530 Epoch [027/100], Step [0800/1150], Loss1: 0.2625 Loss2: 0.4645 Loss3: 0.2527
2025-09-25 22:50:54.391109 Epoch [027/100], Step [0850/1150], Loss1: 0.3069 Loss2: 0.3256 Loss3: 0.2988
2025-09-25 22:51:57.310094 Epoch [027/100], Step [0900/1150], Loss1: 0.2396 Loss2: 0.3058 Loss3: 0.1845
2025-09-25 22:53:00.200246 Epoch [027/100], Step [0950/1150], Loss1: 0.2087 Loss2: 0.3195 Loss3: 0.1927
2025-09-25 22:54:03.082518 Epoch [027/100], Step [1000/1150], Loss1: 0.2291 Loss2: 0.3398 Loss3: 0.2055
2025-09-25 22:55:05.923144 Epoch [027/100], Step [1050/1150], Loss1: 0.3150 Loss2: 0.4262 Loss3: 0.2833
2025-09-25 22:56:08.687773 Epoch [027/100], Step [1100/1150], Loss1: 0.2841 Loss2: 0.4827 Loss3: 0.2775
2025-09-25 22:57:11.104464 Epoch [027/100], Step [1150/1150], Loss1: 0.2425 Loss2: 0.3873 Loss3: 0.2315
2025-09-25 22:57:16.585919 Epoch [028/100], Step [0001/1150], Loss1: 0.2960 Loss2: 0.5432 Loss3: 0.2860
2025-09-25 22:58:18.169187 Epoch [028/100], Step [0050/1150], Loss1: 0.2726 Loss2: 0.4559 Loss3: 0.2547
2025-09-25 22:59:21.053985 Epoch [028/100], Step [0100/1150], Loss1: 0.2189 Loss2: 0.4035 Loss3: 0.2059
2025-09-25 23:00:23.754878 Epoch [028/100], Step [0150/1150], Loss1: 0.2854 Loss2: 0.4683 Loss3: 0.2647
2025-09-25 23:01:26.406070 Epoch [028/100], Step [0200/1150], Loss1: 0.3197 Loss2: 0.4801 Loss3: 0.2990
2025-09-25 23:02:29.096381 Epoch [028/100], Step [0250/1150], Loss1: 0.4222 Loss2: 0.6657 Loss3: 0.4189
2025-09-25 23:03:31.735567 Epoch [028/100], Step [0300/1150], Loss1: 0.3052 Loss2: 0.6055 Loss3: 0.2877
2025-09-25 23:04:34.461166 Epoch [028/100], Step [0350/1150], Loss1: 0.3318 Loss2: 0.5397 Loss3: 0.3186
2025-09-25 23:05:37.144293 Epoch [028/100], Step [0400/1150], Loss1: 0.2708 Loss2: 0.4007 Loss3: 0.2561
2025-09-25 23:06:39.861874 Epoch [028/100], Step [0450/1150], Loss1: 0.2057 Loss2: 0.2849 Loss3: 0.1806
2025-09-25 23:07:42.725619 Epoch [028/100], Step [0500/1150], Loss1: 0.2227 Loss2: 0.3702 Loss3: 0.1964
2025-09-25 23:08:45.444241 Epoch [028/100], Step [0550/1150], Loss1: 0.2179 Loss2: 0.3020 Loss3: 0.1962
2025-09-25 23:09:48.037738 Epoch [028/100], Step [0600/1150], Loss1: 0.2787 Loss2: 0.4731 Loss3: 0.2559
2025-09-25 23:10:50.638530 Epoch [028/100], Step [0650/1150], Loss1: 0.3628 Loss2: 0.5028 Loss3: 0.3406
2025-09-25 23:11:53.480362 Epoch [028/100], Step [0700/1150], Loss1: 0.2996 Loss2: 0.3632 Loss3: 0.2827
2025-09-25 23:12:56.365920 Epoch [028/100], Step [0750/1150], Loss1: 0.2296 Loss2: 0.2949 Loss3: 0.1946
2025-09-25 23:13:59.138858 Epoch [028/100], Step [0800/1150], Loss1: 0.2932 Loss2: 0.4991 Loss3: 0.2718
2025-09-25 23:15:01.908821 Epoch [028/100], Step [0850/1150], Loss1: 0.3337 Loss2: 0.4753 Loss3: 0.3030
2025-09-25 23:16:04.631994 Epoch [028/100], Step [0900/1150], Loss1: 0.3167 Loss2: 0.3223 Loss3: 0.2694
2025-09-25 23:17:07.465536 Epoch [028/100], Step [0950/1150], Loss1: 0.2890 Loss2: 0.3543 Loss3: 0.2771
2025-09-25 23:18:10.278480 Epoch [028/100], Step [1000/1150], Loss1: 0.2286 Loss2: 0.4203 Loss3: 0.2010
2025-09-25 23:19:13.119359 Epoch [028/100], Step [1050/1150], Loss1: 0.2114 Loss2: 0.2665 Loss3: 0.1769
2025-09-25 23:20:15.988142 Epoch [028/100], Step [1100/1150], Loss1: 0.2489 Loss2: 0.3341 Loss3: 0.2035
2025-09-25 23:21:18.445544 Epoch [028/100], Step [1150/1150], Loss1: 0.2898 Loss2: 0.3269 Loss3: 0.2721
2025-09-25 23:21:24.069673 Epoch [029/100], Step [0001/1150], Loss1: 0.4025 Loss2: 0.4783 Loss3: 0.3680
2025-09-25 23:22:25.817322 Epoch [029/100], Step [0050/1150], Loss1: 0.3702 Loss2: 0.4780 Loss3: 0.3445
2025-09-25 23:23:28.867995 Epoch [029/100], Step [0100/1150], Loss1: 0.3774 Loss2: 0.5387 Loss3: 0.3497
2025-09-25 23:24:32.025672 Epoch [029/100], Step [0150/1150], Loss1: 0.2485 Loss2: 0.3837 Loss3: 0.2321
2025-09-25 23:25:35.172556 Epoch [029/100], Step [0200/1150], Loss1: 0.1899 Loss2: 0.3627 Loss3: 0.1845
2025-09-25 23:26:38.036061 Epoch [029/100], Step [0250/1150], Loss1: 0.1874 Loss2: 0.2946 Loss3: 0.1736
2025-09-25 23:27:40.794317 Epoch [029/100], Step [0300/1150], Loss1: 0.2700 Loss2: 0.4458 Loss3: 0.2565
2025-09-25 23:28:43.502819 Epoch [029/100], Step [0350/1150], Loss1: 0.4030 Loss2: 0.6090 Loss3: 0.3808
2025-09-25 23:29:46.535194 Epoch [029/100], Step [0400/1150], Loss1: 0.2455 Loss2: 0.3331 Loss3: 0.2374
2025-09-25 23:30:49.531849 Epoch [029/100], Step [0450/1150], Loss1: 0.3069 Loss2: 0.4703 Loss3: 0.2737
2025-09-25 23:31:52.563489 Epoch [029/100], Step [0500/1150], Loss1: 0.2100 Loss2: 0.3306 Loss3: 0.1819
2025-09-25 23:32:55.790362 Epoch [029/100], Step [0550/1150], Loss1: 0.2573 Loss2: 0.4959 Loss3: 0.2293
2025-09-25 23:33:58.943819 Epoch [029/100], Step [0600/1150], Loss1: 0.2227 Loss2: 0.2636 Loss3: 0.2003
2025-09-25 23:35:01.998690 Epoch [029/100], Step [0650/1150], Loss1: 0.2732 Loss2: 0.4419 Loss3: 0.2603
2025-09-25 23:36:05.045754 Epoch [029/100], Step [0700/1150], Loss1: 0.2223 Loss2: 0.3623 Loss3: 0.2072
2025-09-25 23:37:07.953901 Epoch [029/100], Step [0750/1150], Loss1: 0.2708 Loss2: 0.4109 Loss3: 0.2537
2025-09-25 23:38:10.565642 Epoch [029/100], Step [0800/1150], Loss1: 0.2152 Loss2: 0.3063 Loss3: 0.1986
2025-09-25 23:39:13.423849 Epoch [029/100], Step [0850/1150], Loss1: 0.3128 Loss2: 0.4513 Loss3: 0.3015
2025-09-25 23:40:16.380600 Epoch [029/100], Step [0900/1150], Loss1: 0.2245 Loss2: 0.3401 Loss3: 0.2027
2025-09-25 23:41:19.640206 Epoch [029/100], Step [0950/1150], Loss1: 0.2717 Loss2: 0.3656 Loss3: 0.2611
2025-09-25 23:42:22.921858 Epoch [029/100], Step [1000/1150], Loss1: 0.2058 Loss2: 0.2837 Loss3: 0.1863
2025-09-25 23:43:25.953422 Epoch [029/100], Step [1050/1150], Loss1: 0.2898 Loss2: 0.4011 Loss3: 0.2656
2025-09-25 23:44:29.089309 Epoch [029/100], Step [1100/1150], Loss1: 0.2803 Loss2: 0.5402 Loss3: 0.2560
2025-09-25 23:45:31.852552 Epoch [029/100], Step [1150/1150], Loss1: 0.3139 Loss2: 0.4812 Loss3: 0.2966
2025-09-25 23:45:39.934259 Epoch [030/100], Step [0001/1150], Loss1: 0.2089 Loss2: 0.3311 Loss3: 0.1719
2025-09-25 23:46:41.583169 Epoch [030/100], Step [0050/1150], Loss1: 0.3034 Loss2: 0.4631 Loss3: 0.2861
2025-09-25 23:47:44.308900 Epoch [030/100], Step [0100/1150], Loss1: 0.2250 Loss2: 0.2949 Loss3: 0.1911
2025-09-25 23:48:47.358579 Epoch [030/100], Step [0150/1150], Loss1: 0.3698 Loss2: 0.5061 Loss3: 0.3555
2025-09-25 23:49:50.200715 Epoch [030/100], Step [0200/1150], Loss1: 0.2637 Loss2: 0.3656 Loss3: 0.2416
2025-09-25 23:50:53.115172 Epoch [030/100], Step [0250/1150], Loss1: 0.3162 Loss2: 0.4931 Loss3: 0.2868
2025-09-25 23:51:56.023086 Epoch [030/100], Step [0300/1150], Loss1: 0.2552 Loss2: 0.4814 Loss3: 0.2449
2025-09-25 23:52:59.028689 Epoch [030/100], Step [0350/1150], Loss1: 0.3744 Loss2: 0.5785 Loss3: 0.3581
2025-09-25 23:54:02.053222 Epoch [030/100], Step [0400/1150], Loss1: 0.2902 Loss2: 0.4797 Loss3: 0.2793
2025-09-25 23:55:04.980584 Epoch [030/100], Step [0450/1150], Loss1: 0.2183 Loss2: 0.3112 Loss3: 0.1961
2025-09-25 23:56:07.915965 Epoch [030/100], Step [0500/1150], Loss1: 0.1890 Loss2: 0.4115 Loss3: 0.1725
2025-09-25 23:57:10.777367 Epoch [030/100], Step [0550/1150], Loss1: 0.2834 Loss2: 0.5064 Loss3: 0.2845
2025-09-25 23:58:13.726947 Epoch [030/100], Step [0600/1150], Loss1: 0.4229 Loss2: 0.7385 Loss3: 0.4234
2025-09-25 23:59:16.715417 Epoch [030/100], Step [0650/1150], Loss1: 0.2804 Loss2: 0.4484 Loss3: 0.2502
2025-09-26 00:00:19.729241 Epoch [030/100], Step [0700/1150], Loss1: 0.2698 Loss2: 0.3525 Loss3: 0.2434
2025-09-26 00:01:22.707442 Epoch [030/100], Step [0750/1150], Loss1: 0.4148 Loss2: 0.5652 Loss3: 0.3847
2025-09-26 00:02:25.319840 Epoch [030/100], Step [0800/1150], Loss1: 0.2735 Loss2: 0.4002 Loss3: 0.2584
2025-09-26 00:03:28.340273 Epoch [030/100], Step [0850/1150], Loss1: 0.2409 Loss2: 0.3131 Loss3: 0.1946
2025-09-26 00:04:31.322282 Epoch [030/100], Step [0900/1150], Loss1: 0.2310 Loss2: 0.3468 Loss3: 0.1988
2025-09-26 00:05:34.143154 Epoch [030/100], Step [0950/1150], Loss1: 0.2804 Loss2: 0.4818 Loss3: 0.2678
2025-09-26 00:06:37.610701 Epoch [030/100], Step [1000/1150], Loss1: 0.1936 Loss2: 0.2690 Loss3: 0.1840
2025-09-26 00:07:40.657330 Epoch [030/100], Step [1050/1150], Loss1: 0.2572 Loss2: 0.3860 Loss3: 0.2206
2025-09-26 00:08:43.617300 Epoch [030/100], Step [1100/1150], Loss1: 0.2287 Loss2: 0.2460 Loss3: 0.1960
2025-09-26 00:09:46.244333 Epoch [030/100], Step [1150/1150], Loss1: 0.1962 Loss2: 0.2957 Loss3: 0.1693
2025-09-26 00:09:51.071618 Epoch [031/100], Step [0001/1150], Loss1: 0.4470 Loss2: 0.7410 Loss3: 0.4232
2025-09-26 00:10:52.722946 Epoch [031/100], Step [0050/1150], Loss1: 0.2788 Loss2: 0.4006 Loss3: 0.2632
2025-09-26 00:11:55.516513 Epoch [031/100], Step [0100/1150], Loss1: 0.3524 Loss2: 0.4182 Loss3: 0.3302
2025-09-26 00:12:58.467013 Epoch [031/100], Step [0150/1150], Loss1: 0.2802 Loss2: 0.4101 Loss3: 0.2606
2025-09-26 00:14:01.361082 Epoch [031/100], Step [0200/1150], Loss1: 0.2017 Loss2: 0.2541 Loss3: 0.1755
2025-09-26 00:15:04.361853 Epoch [031/100], Step [0250/1150], Loss1: 0.2656 Loss2: 0.3729 Loss3: 0.2437
2025-09-26 00:16:07.438484 Epoch [031/100], Step [0300/1150], Loss1: 0.2150 Loss2: 0.4215 Loss3: 0.1867
2025-09-26 00:17:10.441814 Epoch [031/100], Step [0350/1150], Loss1: 0.3434 Loss2: 0.4279 Loss3: 0.3255
2025-09-26 00:18:13.426025 Epoch [031/100], Step [0400/1150], Loss1: 0.2025 Loss2: 0.3246 Loss3: 0.1857
2025-09-26 00:19:16.596429 Epoch [031/100], Step [0450/1150], Loss1: 0.2283 Loss2: 0.2608 Loss3: 0.1872
2025-09-26 00:20:19.555859 Epoch [031/100], Step [0500/1150], Loss1: 0.3197 Loss2: 0.4243 Loss3: 0.3074
2025-09-26 00:21:22.677325 Epoch [031/100], Step [0550/1150], Loss1: 0.3106 Loss2: 0.3313 Loss3: 0.2474
2025-09-26 00:22:25.731522 Epoch [031/100], Step [0600/1150], Loss1: 0.2602 Loss2: 0.3348 Loss3: 0.2353
2025-09-26 00:23:28.619565 Epoch [031/100], Step [0650/1150], Loss1: 0.3017 Loss2: 0.3872 Loss3: 0.2782
2025-09-26 00:24:31.342928 Epoch [031/100], Step [0700/1150], Loss1: 0.2390 Loss2: 0.3143 Loss3: 0.1914
2025-09-26 00:25:34.488416 Epoch [031/100], Step [0750/1150], Loss1: 0.2976 Loss2: 0.3703 Loss3: 0.2853
2025-09-26 00:26:37.571452 Epoch [031/100], Step [0800/1150], Loss1: 0.2395 Loss2: 0.3605 Loss3: 0.2172
2025-09-26 00:27:40.528716 Epoch [031/100], Step [0850/1150], Loss1: 0.3841 Loss2: 0.5358 Loss3: 0.3556
2025-09-26 00:28:43.422331 Epoch [031/100], Step [0900/1150], Loss1: 0.2561 Loss2: 0.4814 Loss3: 0.2414
2025-09-26 00:29:46.311812 Epoch [031/100], Step [0950/1150], Loss1: 0.3278 Loss2: 0.4077 Loss3: 0.3147
2025-09-26 00:30:49.256105 Epoch [031/100], Step [1000/1150], Loss1: 0.2542 Loss2: 0.3565 Loss3: 0.2404
2025-09-26 00:31:51.932563 Epoch [031/100], Step [1050/1150], Loss1: 0.2242 Loss2: 0.4279 Loss3: 0.2065
2025-09-26 00:32:55.083200 Epoch [031/100], Step [1100/1150], Loss1: 0.2350 Loss2: 0.3274 Loss3: 0.2139
2025-09-26 00:33:57.883258 Epoch [031/100], Step [1150/1150], Loss1: 0.1736 Loss2: 0.2856 Loss3: 0.1593
2025-09-26 00:34:04.060896 Epoch [032/100], Step [0001/1150], Loss1: 0.1745 Loss2: 0.3428 Loss3: 0.1649
2025-09-26 00:35:05.758069 Epoch [032/100], Step [0050/1150], Loss1: 0.2082 Loss2: 0.3825 Loss3: 0.1971
2025-09-26 00:36:08.812568 Epoch [032/100], Step [0100/1150], Loss1: 0.2354 Loss2: 0.3676 Loss3: 0.2127
2025-09-26 00:37:11.917310 Epoch [032/100], Step [0150/1150], Loss1: 0.2389 Loss2: 0.3325 Loss3: 0.2231
2025-09-26 00:38:14.839711 Epoch [032/100], Step [0200/1150], Loss1: 0.3070 Loss2: 0.5720 Loss3: 0.2962
2025-09-26 00:39:17.910178 Epoch [032/100], Step [0250/1150], Loss1: 0.2700 Loss2: 0.4010 Loss3: 0.2404
2025-09-26 00:40:21.086518 Epoch [032/100], Step [0300/1150], Loss1: 0.3882 Loss2: 0.3860 Loss3: 0.3709
2025-09-26 00:41:24.110829 Epoch [032/100], Step [0350/1150], Loss1: 0.3344 Loss2: 0.5282 Loss3: 0.3172
2025-09-26 00:42:27.203980 Epoch [032/100], Step [0400/1150], Loss1: 0.2313 Loss2: 0.4057 Loss3: 0.2183
2025-09-26 00:43:30.152945 Epoch [032/100], Step [0450/1150], Loss1: 0.2700 Loss2: 0.3834 Loss3: 0.2433
2025-09-26 00:44:33.194016 Epoch [032/100], Step [0500/1150], Loss1: 0.2422 Loss2: 0.3848 Loss3: 0.2263
2025-09-26 00:45:36.059098 Epoch [032/100], Step [0550/1150], Loss1: 0.2582 Loss2: 0.3341 Loss3: 0.2477
2025-09-26 00:46:39.279937 Epoch [032/100], Step [0600/1150], Loss1: 0.2677 Loss2: 0.3931 Loss3: 0.2405
2025-09-26 00:47:42.365649 Epoch [032/100], Step [0650/1150], Loss1: 0.1955 Loss2: 0.3275 Loss3: 0.1874
2025-09-26 00:48:45.285320 Epoch [032/100], Step [0700/1150], Loss1: 0.2477 Loss2: 0.2842 Loss3: 0.2176
2025-09-26 00:49:48.357258 Epoch [032/100], Step [0750/1150], Loss1: 0.2730 Loss2: 0.3596 Loss3: 0.2499
2025-09-26 00:50:51.284082 Epoch [032/100], Step [0800/1150], Loss1: 0.2518 Loss2: 0.4393 Loss3: 0.2342
2025-09-26 00:51:54.245929 Epoch [032/100], Step [0850/1150], Loss1: 0.2415 Loss2: 0.2950 Loss3: 0.2219
2025-09-26 00:52:57.250753 Epoch [032/100], Step [0900/1150], Loss1: 0.3727 Loss2: 0.4799 Loss3: 0.3667
2025-09-26 00:54:00.520626 Epoch [032/100], Step [0950/1150], Loss1: 0.3154 Loss2: 0.3861 Loss3: 0.2834
2025-09-26 00:55:03.504595 Epoch [032/100], Step [1000/1150], Loss1: 0.2405 Loss2: 0.3430 Loss3: 0.2144
2025-09-26 00:56:06.515544 Epoch [032/100], Step [1050/1150], Loss1: 0.2204 Loss2: 0.3158 Loss3: 0.2016
2025-09-26 00:57:09.657799 Epoch [032/100], Step [1100/1150], Loss1: 0.4181 Loss2: 0.6019 Loss3: 0.3849
2025-09-26 00:58:12.281821 Epoch [032/100], Step [1150/1150], Loss1: 0.2024 Loss2: 0.3297 Loss3: 0.1788
2025-09-26 00:58:17.942647 Epoch [033/100], Step [0001/1150], Loss1: 0.2232 Loss2: 0.2870 Loss3: 0.2046
2025-09-26 00:59:19.669997 Epoch [033/100], Step [0050/1150], Loss1: 0.2617 Loss2: 0.4034 Loss3: 0.2433
2025-09-26 01:00:22.578036 Epoch [033/100], Step [0100/1150], Loss1: 0.4070 Loss2: 0.5091 Loss3: 0.3597
2025-09-26 01:01:25.507169 Epoch [033/100], Step [0150/1150], Loss1: 0.1981 Loss2: 0.3424 Loss3: 0.1833
2025-09-26 01:02:28.475306 Epoch [033/100], Step [0200/1150], Loss1: 0.2421 Loss2: 0.3191 Loss3: 0.2179
2025-09-26 01:03:31.353804 Epoch [033/100], Step [0250/1150], Loss1: 0.2138 Loss2: 0.3376 Loss3: 0.2012
2025-09-26 01:04:34.263682 Epoch [033/100], Step [0300/1150], Loss1: 0.2402 Loss2: 0.3205 Loss3: 0.2326
2025-09-26 01:05:37.263315 Epoch [033/100], Step [0350/1150], Loss1: 0.1985 Loss2: 0.2735 Loss3: 0.1735
2025-09-26 01:06:40.280153 Epoch [033/100], Step [0400/1150], Loss1: 0.2248 Loss2: 0.3374 Loss3: 0.2091
2025-09-26 01:07:42.949392 Epoch [033/100], Step [0450/1150], Loss1: 0.2011 Loss2: 0.3349 Loss3: 0.1690
2025-09-26 01:08:46.289697 Epoch [033/100], Step [0500/1150], Loss1: 0.2583 Loss2: 0.3964 Loss3: 0.2292
2025-09-26 01:09:49.274041 Epoch [033/100], Step [0550/1150], Loss1: 0.2584 Loss2: 0.2875 Loss3: 0.2472
2025-09-26 01:10:52.314382 Epoch [033/100], Step [0600/1150], Loss1: 0.3032 Loss2: 0.4126 Loss3: 0.2871
2025-09-26 01:11:55.346454 Epoch [033/100], Step [0650/1150], Loss1: 0.2095 Loss2: 0.5465 Loss3: 0.1911
2025-09-26 01:12:58.308709 Epoch [033/100], Step [0700/1150], Loss1: 0.2723 Loss2: 0.3684 Loss3: 0.2619
2025-09-26 01:14:01.361144 Epoch [033/100], Step [0750/1150], Loss1: 0.3665 Loss2: 0.5731 Loss3: 0.3364
2025-09-26 01:15:04.352943 Epoch [033/100], Step [0800/1150], Loss1: 0.2902 Loss2: 0.4191 Loss3: 0.2612
2025-09-26 01:16:07.612723 Epoch [033/100], Step [0850/1150], Loss1: 0.2289 Loss2: 0.4109 Loss3: 0.2219
2025-09-26 01:17:10.531192 Epoch [033/100], Step [0900/1150], Loss1: 0.1579 Loss2: 0.2202 Loss3: 0.1409
2025-09-26 01:18:13.261400 Epoch [033/100], Step [0950/1150], Loss1: 0.4199 Loss2: 0.6623 Loss3: 0.3877
2025-09-26 01:19:15.991382 Epoch [033/100], Step [1000/1150], Loss1: 0.3184 Loss2: 0.4046 Loss3: 0.2890
2025-09-26 01:20:19.214046 Epoch [033/100], Step [1050/1150], Loss1: 0.3341 Loss2: 0.4529 Loss3: 0.3297
2025-09-26 01:21:22.224439 Epoch [033/100], Step [1100/1150], Loss1: 0.2108 Loss2: 0.3922 Loss3: 0.1907
2025-09-26 01:22:24.984362 Epoch [033/100], Step [1150/1150], Loss1: 0.2063 Loss2: 0.3048 Loss3: 0.1981
2025-09-26 01:22:30.556296 Epoch [034/100], Step [0001/1150], Loss1: 0.2857 Loss2: 0.3668 Loss3: 0.2557
2025-09-26 01:23:32.349359 Epoch [034/100], Step [0050/1150], Loss1: 0.2900 Loss2: 0.4898 Loss3: 0.2611
2025-09-26 01:24:35.420772 Epoch [034/100], Step [0100/1150], Loss1: 0.2026 Loss2: 0.2555 Loss3: 0.1932
2025-09-26 01:25:38.398886 Epoch [034/100], Step [0150/1150], Loss1: 0.1984 Loss2: 0.2561 Loss3: 0.1619
2025-09-26 01:26:41.380037 Epoch [034/100], Step [0200/1150], Loss1: 0.2452 Loss2: 0.3400 Loss3: 0.2314
2025-09-26 01:27:44.395424 Epoch [034/100], Step [0250/1150], Loss1: 0.3348 Loss2: 0.4012 Loss3: 0.3162
2025-09-26 01:28:47.312261 Epoch [034/100], Step [0300/1150], Loss1: 0.3608 Loss2: 0.4250 Loss3: 0.3452
2025-09-26 01:29:50.451779 Epoch [034/100], Step [0350/1150], Loss1: 0.1851 Loss2: 0.3580 Loss3: 0.1715
2025-09-26 01:30:53.615010 Epoch [034/100], Step [0400/1150], Loss1: 0.2616 Loss2: 0.3474 Loss3: 0.2475
2025-09-26 01:31:56.460571 Epoch [034/100], Step [0450/1150], Loss1: 0.2690 Loss2: 0.3935 Loss3: 0.2559
2025-09-26 01:32:59.175674 Epoch [034/100], Step [0500/1150], Loss1: 0.4416 Loss2: 0.4488 Loss3: 0.4159
2025-09-26 01:34:02.013588 Epoch [034/100], Step [0550/1150], Loss1: 0.3076 Loss2: 0.3880 Loss3: 0.2822
2025-09-26 01:35:05.013335 Epoch [034/100], Step [0600/1150], Loss1: 0.4342 Loss2: 0.4649 Loss3: 0.3805
2025-09-26 01:36:07.986316 Epoch [034/100], Step [0650/1150], Loss1: 0.2875 Loss2: 0.3275 Loss3: 0.2629
2025-09-26 01:37:10.977910 Epoch [034/100], Step [0700/1150], Loss1: 0.3112 Loss2: 0.4258 Loss3: 0.3013
2025-09-26 01:38:14.106479 Epoch [034/100], Step [0750/1150], Loss1: 0.3043 Loss2: 0.4695 Loss3: 0.2713
2025-09-26 01:39:17.071888 Epoch [034/100], Step [0800/1150], Loss1: 0.3463 Loss2: 0.3923 Loss3: 0.3200
2025-09-26 01:40:20.088228 Epoch [034/100], Step [0850/1150], Loss1: 0.3209 Loss2: 0.3429 Loss3: 0.2965
2025-09-26 01:41:23.024847 Epoch [034/100], Step [0900/1150], Loss1: 0.2203 Loss2: 0.2577 Loss3: 0.1915
2025-09-26 01:42:25.965029 Epoch [034/100], Step [0950/1150], Loss1: 0.2955 Loss2: 0.3842 Loss3: 0.2630
2025-09-26 01:43:28.762727 Epoch [034/100], Step [1000/1150], Loss1: 0.3276 Loss2: 0.4476 Loss3: 0.2978
2025-09-26 01:44:31.497892 Epoch [034/100], Step [1050/1150], Loss1: 0.2162 Loss2: 0.2839 Loss3: 0.1790
2025-09-26 01:45:34.635247 Epoch [034/100], Step [1100/1150], Loss1: 0.2927 Loss2: 0.4171 Loss3: 0.2741
2025-09-26 01:46:37.324828 Epoch [034/100], Step [1150/1150], Loss1: 0.3903 Loss2: 0.5041 Loss3: 0.3604
2025-09-26 01:46:45.165755 Epoch [035/100], Step [0001/1150], Loss1: 0.2632 Loss2: 0.3062 Loss3: 0.2495
2025-09-26 01:47:46.942669 Epoch [035/100], Step [0050/1150], Loss1: 0.5079 Loss2: 0.5520 Loss3: 0.4637
2025-09-26 01:48:49.999635 Epoch [035/100], Step [0100/1150], Loss1: 0.2466 Loss2: 0.3368 Loss3: 0.2153
2025-09-26 01:49:53.349328 Epoch [035/100], Step [0150/1150], Loss1: 0.2232 Loss2: 0.3310 Loss3: 0.1923
2025-09-26 01:50:56.466923 Epoch [035/100], Step [0200/1150], Loss1: 0.2198 Loss2: 0.2776 Loss3: 0.2056
2025-09-26 01:51:59.708823 Epoch [035/100], Step [0250/1150], Loss1: 0.2368 Loss2: 0.4904 Loss3: 0.2192
2025-09-26 01:53:02.809971 Epoch [035/100], Step [0300/1150], Loss1: 0.2408 Loss2: 0.4080 Loss3: 0.2341
2025-09-26 01:54:05.987654 Epoch [035/100], Step [0350/1150], Loss1: 0.3230 Loss2: 0.5586 Loss3: 0.3244
